long,long,long,long,long,long,long,long,long,None,None,None,None,long,None,None,long,None,None,long,None
1284,302,1,2,18827,18829,18830,0,0,,,,,0,,,0,,,0,
1783,302,1,3,35732,35733,35734,35735,35736,,,,,0,,,0,,,0,
1006,302,2,1,33928,33929,33930,0,0,,,,,0,,,0,,,0,
1061,302,2,2,18288,0,0,0,0,,,,,1284,,,2,,,1,
1003,302,2,3,17810,17811,17812,17813,17814,,,,,0,,,0,,,0,
1101,302,3,0,18213,18372,0,0,0,,,,,0,,,0,,,0,
1002,302,3,1,18094,18095,34313,0,0,,,,,0,,,0,,,0,
1021,302,3,2,33931,33932,34006,0,0,,,,,1061,,,0,,,0,
1041,302,4,0,18265,0,0,0,0,,,,,0,,,0,,,1,
1004,302,4,2,34410,34412,0,0,0,,,,,0,,,0,,,0,
1081,302,4,3,33926,0,0,0,0,,,,,1003,,,4,,,1,
1042,302,5,0,18271,18272,18273,18274,18275,,,,,1041,,,0,,,0,
1770,302,5,1,33933,33934,33935,33936,33937,,,,,1002,,,2,,,0,
1771,302,5,2,33938,33939,34409,0,0,,,,,0,,,0,,,0,
1022,302,6,1,34305,0,0,0,0,,,,,0,,,0,,,1,
1222,303,0,0,18694,18695,0,0,0,,,,,0,,,0,,,0,
1221,303,0,1,18692,18693,0,0,0,,,,,0,,,0,,,0,
1223,303,1,2,18697,18698,18699,18700,18701,,,,,0,,,0,,,0,
1225,303,1,0,18705,18706,0,0,0,,,,,0,,,0,,,0,
1261,303,1,1,18767,18768,0,0,0,,,,,0,,,0,,,0,
1262,303,0,2,18769,18770,18771,18772,18773,,,,,0,,,0,,,0,
1224,303,0,3,18703,18704,0,0,0,,,,,0,,,0,,,0,
1243,303,2,0,18754,18755,0,0,0,,,,,0,,,0,,,0,
1226,303,2,1,18708,0,0,0,0,,,,,0,,,0,,,1,
1263,303,2,2,33942,33943,33944,33945,33946,,,,,0,,,0,,,0,
1772,303,1,3,33947,33948,0,0,0,,,,,0,,,0,,,0,
1242,303,3,0,18731,18743,18744,18745,18746,,,,,0,,,0,,,0,
1227,303,3,1,18709,18710,0,0,0,,,,,1226,,,0,,,0,
1241,303,3,3,18748,18749,18750,18751,18752,,,,,0,,,0,,,0,
1781,303,4,0,34290,34291,0,0,0,,,,,0,,,0,,,0,
1282,303,4,1,19028,0,0,0,0,,,,,0,,,0,,,1,
1283,303,4,3,18821,18822,0,0,0,,,,,0,,,0,,,0,
1244,303,5,0,23785,23822,23823,23824,23825,,,,,0,,,0,,,0,
1773,303,5,2,33952,33953,33954,33955,33956,,,,,1263,,,4,,,0,
1281,303,6,1,18788,0,0,0,0,,,,,1282,,,0,,,1,
1381,361,0,0,19549,19550,19551,0,0,,,,,0,,,0,,,0,
1382,361,0,1,19552,19553,19554,19555,19556,,,,,0,,,0,,,0,
1389,361,0,2,19583,19584,0,0,0,,,,,0,,,0,,,0,
1395,361,1,0,19609,19610,19612,0,0,,,,,0,,,0,,,0,
1385,361,1,1,19572,19573,0,0,0,,,,,0,,,0,,,0,
1384,361,1,2,19559,19560,0,0,0,,,,,0,,,0,,,0,
1625,361,1,3,24443,19575,0,0,0,,,,,0,,,0,,,0,
1387,361,2,1,19577,0,0,0,0,,,,,0,,,0,,,1,
1396,361,2,2,19616,19617,19618,19619,19620,,,,,0,,,0,,,0,
1624,361,2,3,19596,33495,33496,0,0,,,,,0,,,0,,,0,
1709,361,3,0,33507,33508,33509,0,0,,,,,1395,,,2,,,0,
1390,361,3,1,19590,19592,0,0,0,,,,,0,,,0,,,0,
1393,361,3,2,19598,19599,19600,19601,19602,,,,,0,,,0,,,0,
1710,361,4,0,33513,33514,0,0,0,,,,,0,,,0,,,0,
1386,361,4,1,19574,0,0,0,0,,,,,0,,,0,,,1,
1708,361,4,3,33497,33498,33499,33500,33501,,,,,0,,,0,,,0,
1711,361,5,0,34180,34181,34182,34208,34209,,,,,1710,,,1,,,1,
1397,361,5,2,19621,19622,19623,19624,19625,,,,,1393,,,4,,,0,
1391,361,6,1,33524,0,0,0,0,,,,,1386,,,0,,,1,
1388,361,6,2,33526,0,0,0,0,,,,,0,,,0,,,1,
1311,362,0,0,19295,19297,19298,19301,0,,,,,0,,,0,,,0,
1308,362,0,1,19263,0,0,0,0,,,,,1311,,,3,,,1,
1301,362,0,2,33563,33564,33565,33566,33567,,,,,0,,,0,,,0,
1306,362,1,0,19239,19245,0,0,0,,,,,0,,,0,,,0,
1622,362,1,1,19255,19256,19257,19258,19259,,,,,0,,,0,,,0,
1305,362,1,2,19228,19232,19233,0,0,,,,,0,,,0,,,0,
1621,362,1,3,24269,24270,24271,24272,24273,,,,,0,,,0,,,0,
1304,362,2,0,33578,33579,33580,34212,0,,,,,1323,,,0,,,0,
1323,362,2,1,33577,0,0,0,0,,,,,0,,,0,,,0,
1309,362,2,2,33581,33582,33583,34213,0,,,,,1323,,,0,,,0,
1310,362,3,2,34014,34015,34016,34017,34018,,,,,0,,,0,,,0,
1322,362,3,0,19184,19387,0,0,0,,,,,0,,,0,,,0,
1321,362,2,3,19370,19371,19373,35775,35776,,,,,0,,,0,,,0,
1312,362,3,3,33568,33569,33570,0,0,,,,,0,,,0,,,0,
1326,362,4,0,33572,33573,33574,0,0,,,,,0,,,0,,,0,
1325,362,4,1,33590,0,0,0,0,,,,,1323,,,0,,,1,
1313,362,4,2,19386,0,0,0,0,,,,,0,,,0,,,1,
1327,362,5,1,33584,33585,33586,33587,33588,,,,,0,,,0,,,0,
1303,362,5,2,19168,19180,19181,24296,24297,,,,,0,,,0,,,0,
1324,362,6,1,34216,0,0,0,0,,,,,0,,,0,,,1,
1343,363,0,0,19421,19422,0,0,0,,,,,0,,,0,,,0,
1351,363,0,1,19491,19493,19494,0,0,,,,,0,,,0,,,0,
1342,363,0,2,19416,19417,19418,19419,19420,,,,,0,,,0,,,0,
1712,363,1,0,33529,33530,0,0,0,,,,,1343,,,1,,,0,
1346,363,1,1,19454,19455,19456,0,0,,,,,0,,,0,,,0,
1344,363,1,2,19426,19427,19429,19430,19431,,,,,0,,,0,,,0,
1345,363,2,1,19434,0,0,0,0,,,,,0,,,0,,,1,
1341,363,1,3,19407,19412,19413,0,0,,,,,0,,,0,,,0,
1349,363,2,2,19485,19487,19488,0,0,,,,,1344,,,4,,,0,
1352,363,2,3,19498,0,0,0,0,,,,,0,,,0,,,0,
1713,363,2,0,35824,35825,35826,0,0,,,,,0,,,0,,,0,
1714,363,3,2,35811,35812,35813,35814,35815,,,,,0,,,0,,,0,
1715,363,4,0,35820,35821,0,0,0,,,,,0,,,0,,,0,
1716,363,3,1,33551,33552,33553,33554,33555,,,,,1345,,,0,,,0,
1347,363,4,2,19461,19462,24691,0,0,,,,,0,,,0,,,0,
1353,363,4,3,19503,0,0,0,0,,,,,0,,,0,,,1,
1348,363,4,1,33992,0,0,0,0,,,,,0,,,0,,,1,
1717,363,5,0,33556,33557,33558,33559,33560,,,,,0,,,0,,,0,
1362,363,5,2,19507,19508,19509,19510,19511,,,,,0,,,0,,,0,
1361,363,6,1,19506,0,0,0,0,,,,,1348,,,0,,,1,
1631,381,0,0,25956,25957,33991,0,0,,,,,0,,,0,,,0,
1411,381,0,1,20117,20118,20119,20120,20121,,,,,0,,,0,,,0,
1464,381,0,2,20335,20336,20337,0,0,,,,,0,,,0,,,0,
1403,381,1,0,20060,20061,20062,0,0,,,,,0,,,0,,,0,
1405,381,3,0,20091,20092,0,0,0,,,,,0,,,0,,,0,
1483,381,2,0,33469,33470,33471,0,0,,,,,1403,,,2,,,0,
1484,381,2,1,33477,33478,33479,33480,33481,,,,,1411,,,4,,,0,
1481,381,2,2,20375,0,0,0,0,,,,,0,,,0,,,1,
1634,381,1,2,26022,26023,0,0,0,,,,,0,,,0,,,0,
1632,381,2,3,9799,25988,0,0,0,,,,,0,,,0,,,0,
1407,381,3,1,20101,20102,20103,0,0,,,,,0,,,0,,,0,
1401,381,1,3,20042,20045,0,0,0,,,,,0,,,0,,,0,
1410,381,3,2,20111,20112,20113,36339,36340,,,,,0,,,0,,,0,
1409,381,4,1,20218,0,0,0,0,,,,,0,,,0,,,1,
1402,381,4,2,20049,20056,20057,20058,20059,,,,,0,,,0,,,0,
1633,381,4,3,20066,0,0,0,0,,,,,0,,,0,,,1,
1404,381,5,1,33472,33473,33474,33475,33476,,,,,0,,,0,,,0,
1406,381,4,0,33489,33490,0,0,0,,,,,1409,,,0,,,0,
1485,381,5,2,33482,33483,33484,33485,33486,,,,,0,,,0,,,0,
1441,381,6,1,33448,0,0,0,0,,,,,0,,,0,,,1,
1463,382,0,0,20224,20225,20330,0,0,,,,,0,,,0,,,0,
1450,382,0,1,20262,20263,20264,20265,20266,,,,,0,,,0,,,0,
1449,382,0,2,20257,20258,20259,20260,20261,,,,,0,,,0,,,0,
1443,382,0,3,20234,20235,0,0,0,,,,,0,,,0,,,0,
1434,382,1,0,33440,33441,0,0,0,,,,,0,,,0,,,0,
1505,382,2,0,34830,34831,34832,0,0,,,,,0,,,0,,,0,
1627,382,1,2,5923,5924,5925,5926,25829,,,,,0,,,0,,,0,
1503,382,1,3,33442,33443,33444,0,0,,,,,0,,,0,,,0,
1432,382,1,1,20205,20206,20207,0,0,,,,,0,,,0,,,0,
1435,382,2,1,33461,0,0,0,0,,,,,0,,,0,,,1,
1446,382,3,0,20244,20245,0,0,0,,,,,0,,,0,,,0,
1504,382,4,1,33445,33446,33447,0,0,,,,,0,,,0,,,0,
1461,382,3,2,20210,20212,20213,20214,20215,,,,,1627,,,4,,,0,
1628,382,3,3,9453,25836,34278,0,0,,,,,0,,,0,,,0,
1444,382,4,0,20237,20238,20239,35738,35739,,,,,0,,,0,,,0,
1502,382,4,2,20473,0,0,0,0,,,,,0,,,0,,,1,
1465,382,3,1,20359,20360,20361,0,0,,,,,0,,,0,,,0,
1506,382,5,0,33451,33452,33453,33454,33455,,,,,0,,,0,,,0,
1507,382,5,2,33456,33457,33458,33459,33460,,,,,0,,,0,,,0,
1433,382,6,1,35748,0,0,0,0,,,,,1504,,,2,,,1,
1521,383,0,0,20487,20488,20489,0,0,,,,,0,,,0,,,0,
1423,383,0,1,20143,20144,20145,20146,20147,,,,,0,,,0,,,0,
1424,383,0,2,20148,20149,0,0,0,,,,,0,,,0,,,0,
1704,383,1,0,9452,26016,26021,0,0,,,,,0,,,0,,,0,
1422,383,3,0,20138,20139,0,0,0,,,,,0,,,0,,,0,
1421,383,1,2,20127,20130,20135,0,0,,,,,1424,,,1,,,0,
1630,383,1,3,20189,20192,20193,34720,34721,,,,,0,,,0,,,0,
1442,383,2,0,34369,0,0,0,0,,,,,1704,,,2,,,0,
1431,383,2,3,20423,0,0,0,0,,,,,0,,,0,,,1,
1626,383,2,2,20254,20255,20256,0,0,,,,,0,,,0,,,0,
1778,383,2,1,34032,34033,34034,34035,34036,,,,,0,,,0,,,0,
1425,383,1,1,20174,20175,0,0,0,,,,,0,,,0,,,0,
1429,383,3,2,20196,20197,20198,20199,20200,,,,,0,,,0,,,0,
1629,383,3,1,20096,20097,20098,0,0,,,,,0,,,0,,,0,
1706,383,4,0,498,0,0,0,0,,,,,0,,,0,,,1,
1430,383,4,1,20925,0,0,0,0,,,,,0,,,0,,,1,
1501,383,4,3,20468,20469,20470,0,0,,,,,1431,,,0,,,0,
1705,383,5,1,33462,33463,33464,33465,33466,,,,,0,,,0,,,0,
1426,383,5,2,20177,20179,20181,20180,20182,,,,,1429,,,4,,,0,
1707,383,6,1,35741,0,0,0,0,,,,,0,,,0,,,1,
