long,long,long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,long,long,long,long,long,long,flags,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,flags,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,long,long,long,long,long,long,flags,None,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,flags,flags,flags,long,long,flags,long,long,long,float,None,None,long,long,long,long,long,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,long,long,long,long,long,flags,long,long,long,long,long,float,float,float,long,long,long
8417,6,0,0,0,0,0x20010100,0x1000448C,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,15,0x0,31756,0x0,101,0,44,40,40,28,0,410,0,0,,34,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,6,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,23,4,0,500,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8418,0,0,0,,,262,0,225,0,50,"Arcane Missiles",,,,,,,,0x3F007E,"Rank 5",,,,,,,,0x3F007E,"Launches Arcane Missiles at the enemy over $d, each missile causes $8418s1 Arcane damage. Also, energizes you, increasing your chance to get a critical strike with Arcane spells by $34126s1% for $34126d. The effect stacks up to $34126u times.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,3,0x40800,0,0,0,1,-1,1,1,1,0,0,0
8418,6,0,0,0,0,0x10000,0x0,0x400000,0x200,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,8,0x0,0,0x0,101,0,44,40,40,0,0,0,0,0,,4,0x41A00000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,1,5,0,0,57,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,268,0,225,0,50,"Arcane Missiles",,,,,,,,0x3F007E,"Rank 5",,,,,,,,0x3F007E,"Launches an Arcane Missile at the enemy, causing $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,3,0x200000,0,0,1,1,-1,1,1,1,0,0,0
8419,6,0,0,0,0,0x10000,0x0,0x400000,0x200,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,8,0x0,0,0x0,101,0,36,32,32,0,0,0,0,0,,4,0x41A00000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,1,0,0,41,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,268,0,225,0,50,"Arcane Missile",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"Launches an Arcane Missile at the enemy, causing $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,3,0x200000,0,0,1,1,-1,1,1,1,0,0,0
8420,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8416,0,0,0,,,107,0,225,0,0,"Arcane Missiles",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8421,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8417,0,0,0,,,107,0,225,0,0,"Arcane Missiles",,,,,,,,0x3F007E,"Rank 5",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8422,2,932,0,0,0,0x10000,0x10000088,0x0,0x0,0x0,0x0,0x0,0x40,0x0,0,0,0,14,0,8000,15,0x0,0,0x0,101,0,37,32,32,31,0,590,0,0,,3,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,27,0,39,1,0,1,1,0,0,0x0,,1,0,0,153,34,0,0,0,0,16,28,0,0,0,0,8,8,0,0,3,0,0,2000,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,33,0,37,0,50,"Flamestrike",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"Calls down a pillar of fire, burning all enemies within the area for $s1 Fire damage and an additional $o2 Fire damage over $d.",,,,,,,,0x3F007E,"$s2 Fire damage every $t2.",,,,,,,,0x3F007E,0,133,1500,0,3,0x40000004,0,0,1,1,-1,1,1,1,0,0,0
8423,2,932,0,0,0,0x10000,0x10000088,0x0,0x0,0x0,0x0,0x0,0x40,0x0,0,0,0,14,0,8000,15,0x0,0,0x0,101,0,45,40,40,31,0,780,0,0,,3,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,27,0,53,1,0,1,1,0,0,0x0,,1,29999995231628,0,0,219,48,0,0,0,0,16,28,0,0,0,0,8,8,0,0,3,0,0,2000,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,33,0,37,0,50,"Flamestrike",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"Calls down a pillar of fire, burning all enemies within the area for $s1 Fire damage and an additional $o2 Fire damage over $d.",,,,,,,,0x3F007E,"$s2 Fire damage every $t2.",,,,,,,,0x3F007E,0,133,1500,0,3,0x40000004,0,0,1,1,-1,1,1,1,0,0,0
8425,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8422,0,0,0,,,107,0,37,0,0,"Flamestrike",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8426,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8423,0,0,0,,,107,0,37,0,0,"Flamestrike",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8427,4,0,0,0,0,0x10000,0x1000008C,0x400000,0x0,0x0,0x0,0x0,0x40,0x0,0,0,0,1,0,0,15,0x0,31756,0x0,101,0,41,36,36,31,0,720,0,0,,10,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,27,0,0,1,0,0,1,0,0,0,0x0,,0,200000002980232,0,0,64,0,0,0,0,0,28,0,0,0,0,0,14,0,0,3,0,0,1000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,259,0,285,0,50,"Blizzard",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"Ice shards pelt the target area doing $o1 Frost damage over $d.",,,,,,,,0x3F007E,"$s1 Frost damage every $t1 $lsecond:seconds;.",,,,,,,,0x3F007E,0,133,1500,0,3,0x80080,0,0,1,1,-1,1,1,1,0,0,0
8428,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8427,0,0,0,,,107,0,285,0,0,"Blizzard",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8429,6,31,0,0,0,0x10000,0x400,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,10000,8,0x0,0,0x0,101,0,19,14,99,9,0,35,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,93,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,34,0,0,0,0,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,6092,0,0x0,0,0,0,0,,,967,0,91,0,0,"zzOLDMinor Phantasm",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"Creates a Minor Phantasm to attack the target.  Lasts $d.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8430,0,0,0,0,0,0x40,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,4,0,0x0,0,0,0,0,,,0,0,1,0,0,"zzOLDFire Damage Bonus",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"Increases the damage you do with Fire spells and attacks by $s1.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8431,0,0,0,0,0,0x40,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,4,0,0x0,0,0,0,0,,,0,0,1,0,0,"zzOLDFire Damage Bonus",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"Increases the damage you do with Fire spells and attacks by $s1.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8432,5,0,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,32,0,0x0,0,0,0,0,,,0,0,1,0,0,"zzOLDShadow Damage Bonus",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"Increases the damage you do with Shadow spells and attacks by $s1.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8433,5,0,0,0,0,0x0,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,9,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,49,0,0,0,0,0,22,0,0,15,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,943,0,504,0,0,"Leech Pulse",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
8434,5,0,0,0,0,0x150,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,4000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8433,0,0,0,,,0,0,504,0,0,"Leech Pulse",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8435,3,0,0,0,0,0x10000,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,5,0,0,13,0x0,0,0x0,101,0,0,1,1,0,0,150,0,0,,4,0x42480000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,5,0,0,4,0,0,0,0,0,24,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,944,0,165,0,0,"Forked Lightning",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"Inflicts $s1 Nature damage to enemies in a cone in front of the caster.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
8437,6,0,0,1,0,0x10000,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,8,0x0,0,0x0,101,0,27,22,22,0,0,120,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,7,0,0,1,0,0,0,0x0,,0,600000023841858,0,0,56,0,0,0,0,0,22,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,965,0,122,0,0,"Arcane Explosion",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"Causes an explosion of arcane magic around the caster, causing $s1 Arcane damage to all targets within $a1 yards. Also energizes you, increasing your chance to get a critical strike with Arcane spells by $34126s1% for $34126d. The effect stacks up to $34126u times.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,3,0x41000,0,0,1,1,-1,1,1,1,0,0,0
8438,6,0,0,1,0,0x10000,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,8,0x0,0,0x0,101,0,35,30,30,0,0,185,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,9,0,0,1,0,0,0,0x0,,0,899999976158142,0,0,96,0,0,0,0,0,22,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,965,0,122,0,0,"Arcane Explosion",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"Causes an explosion of arcane magic around the caster, causing $s1 Arcane damage to all targets within $a1 yards. Also energizes you, increasing your chance to get a critical strike with Arcane spells by $34126s1% for $34126d. The effect stacks up to $34126u times.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,3,0x41000,0,0,1,1,-1,1,1,1,0,0,0
8439,6,0,0,1,0,0x10000,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,8,0x0,0,0x0,101,0,43,38,38,0,0,250,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,13,0,0,1,0,0,0,0x0,,0,899999976158142,0,0,138,0,0,0,0,0,22,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,965,0,122,0,0,"Arcane Explosion",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"Causes an explosion of arcane magic around the caster, causing $s1 Arcane damage to all targets within $a1 yards. Also energizes you, increasing your chance to get a critical strike with Arcane spells by $34126s1% for $34126d. The effect stacks up to $34126u times.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,3,0x41000,0,0,1,1,-1,1,1,1,0,0,0
8440,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8437,0,0,0,,,107,0,122,0,0,"Arcane Explosion",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8441,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8438,0,0,0,,,107,0,122,0,0,"Arcane Explosion",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8442,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8439,0,0,0,,,107,0,122,0,0,"Arcane Explosion",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8443,2,0,0,0,0,0x10040,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,17,12,12,21,0,0,0,0,,1,0x0,0,0x0,5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,4000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8349,0,0,0,,,0,0,33,0,0,"Fire Nova",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,11,0x20,0,0,1,1,-1,1,1,1,0,0,0
8444,2,0,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,16,0,0,14,0x0,0,0x0,101,0,32,28,28,0,0,65,0,0,,34,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,17,0,0,1,0,0,0,0x0,,1,10000002384186,0,0,76,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,945,0,816,0,50,"Scorch",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"Scorch the enemy for $s1 Fire damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,3,0x40000010,0,0,1,1,-1,1,1,1,0,0,0
8445,2,0,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,16,0,0,14,0x0,0,0x0,101,0,38,34,34,0,0,80,0,0,,34,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,21,0,0,1,0,0,0,0x0,,1,29999995231628,0,0,99,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,945,0,816,0,50,"Scorch",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"Scorch the enemy for $s1 Fire damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,3,0x40000010,0,0,1,1,-1,1,1,1,0,0,0
8446,2,0,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,16,0,0,14,0x0,0,0x0,101,0,44,40,40,0,0,100,0,0,,34,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,2,0,0,27,0,0,1,0,0,0,0x0,,1,5,0,0,132,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,945,0,816,0,50,"Scorch",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"Scorch the enemy for $s1 Fire damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,3,0x40000010,0,0,1,1,-1,1,1,1,0,0,0
8447,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8444,0,0,0,,,107,0,816,0,0,"Scorch",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8448,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8445,0,0,0,,,107,0,816,0,0,"Scorch",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
8449,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,8446,0,0,0,,,107,0,816,0,0,"Scorch",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
